"Name","Description","Sale PRice","MRP","Measuring Unit","Category1","Sub Category1","Image1","Image2","Image3","Image4","Image5"
"Lactic Peel 50%, 30 ml"," Contents : 50% Lactic Acid                                                                                                                                 
Key Benefits : It helps in improving skin texture  and tone. smoothing fine lines and surface
 wrinkles unblocking and cleansing pores ","699","1500","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___1_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___4_.png"
"Party Peel, 30 ml"," Contents : Glycolic Acid 30%, Lactic Acid 20%, Arginine 20%  Key Benefits : Arginine improves collagen,  increases elasticity and hydrates the skin. ","899","2250","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c5d41661-fd06-4ef2-b1fb-1819a0d4bc07/Party_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c5d41661-fd06-4ef2-b1fb-1819a0d4bc07/Party_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c5d41661-fd06-4ef2-b1fb-1819a0d4bc07/Party_Peel_04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c5d41661-fd06-4ef2-b1fb-1819a0d4bc07/Party_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c5d41661-fd06-4ef2-b1fb-1819a0d4bc07/Party_Peel_01.png"
"phenol 5%","  ","325","","PCS","Misc","","","","","",""
"Pigment Correction Peel, 30 ml"," Contents : Lactic Acid 10%, Kojic Acid 5%, Salicylic Acid 2%, Citric Acid 10%, Hydroquinone 2%  Key Benefits : Pigment Peel will help reduce  age spots, freckles, blotchy uneven skin tones,  acne scars and brown spots can add years to  your complexion
  ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47a43232-174c-467b-a18f-d38d0ed5c661/Pigment_Correction_Peel_mockup.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47a43232-174c-467b-a18f-d38d0ed5c661/Pigment_Correction_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47a43232-174c-467b-a18f-d38d0ed5c661/Pigment_Correction_Peel_04_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47a43232-174c-467b-a18f-d38d0ed5c661/Pigment_Correction_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47a43232-174c-467b-a18f-d38d0ed5c661/Pigment_Correction_Peel_01.png"
"Pre Peel Cleanser, 100 ml"," 5% Glycolic Acid, Glyserlol, Propelene Glycol ","299","750","UNT","Misc","","","","","",""
"Pre Peel Cleanser, 30 ml"," Content : 5% Glycolic Acid, Glyserlol, Propelene Glycol                                                                        Key Benefits : it is possible to unify the pH of the  skin of the entire area to be treated so that the  peeling effect is much more uniform. ","150","450","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3a3534f1-863f-4b61-aaa8-a3459e485463/Pre_Cleanser_1.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3a3534f1-863f-4b61-aaa8-a3459e485463/Pre_cleanser_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3a3534f1-863f-4b61-aaa8-a3459e485463/Pre_Cleanser_2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3a3534f1-863f-4b61-aaa8-a3459e485463/Pre_Cleanser_3.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3a3534f1-863f-4b61-aaa8-a3459e485463/Pre_Cleanser_4.png"
"Retinol Serum, 30ml"," Contents : Retinol 2.5%, Kojic Acid 2%, Niacinamide 5% ,  Key Benefits : Stimulates Collagen Production  and Accelerates skin Turnover, Smoothens fine lines and wrinkles and fades acne marks,  Discoloration and blemishes in the process. ","550","1650","UNT","Serums","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4c9afb9f-8349-4457-8cf1-a7735711b183/Retinol_Serum.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4c9afb9f-8349-4457-8cf1-a7735711b183/Retinol_Serumin_vitamin__C__serum.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4c9afb9f-8349-4457-8cf1-a7735711b183/Retinol_Serum_1.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4c9afb9f-8349-4457-8cf1-a7735711b183/Retinol_Serum_2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4c9afb9f-8349-4457-8cf1-a7735711b183/Retinol_Serum_3.png"
"Rosemary oil 15 ml"," Key Benefits : Rosemary oil contains antioxidants  that can help protect against cell damage and  reduce the risk of chronic diseases. Rosemary oil can help improve circulation, reduce
 inflammation, and promote healthy skin.  ","225","","PCS","Hair Products","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d2a5c647-55fa-469b-be8c-9290df58e1fd/Rosemary_Oil_1.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d2a5c647-55fa-469b-be8c-9290df58e1fd/Rosemary_oil_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d2a5c647-55fa-469b-be8c-9290df58e1fd/Rosemary_Oil_2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d2a5c647-55fa-469b-be8c-9290df58e1fd/Rosemary_Oil_1.png",""
"Salicylic Ointment , 50 gms"," 70% Salicylic ","499","1500","UNT","Creams","","","","","",""
"Salicylic Peel 10%, 30 ml"," Contents : 10 % Salicylic Acid                                                                                                                           
 Key Benefits : Helps to Get rid of excess oil .  Exfoliate dead cell reduces inflammation. Treat
 Acne .  ","499","900","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/e9dee83a-74eb-4c11-8510-209061c0cc7b/Salicylic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/e9dee83a-74eb-4c11-8510-209061c0cc7b/Salicylic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/e9dee83a-74eb-4c11-8510-209061c0cc7b/Salicylic_Peel_10___4_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/e9dee83a-74eb-4c11-8510-209061c0cc7b/Salicylic_Peel_10___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/e9dee83a-74eb-4c11-8510-209061c0cc7b/Salicylic_Peel_10___1_.png"
"Salicylic Peel 20%, 30 ml"," Contents : 20 % Salicylic Acid                                                                                                                            
Key Benefits : Helps to Get rid of excess oil. Exfoliate dead cell reduces inflammation. Treat
 Acne
  ","550","1050","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/66b3f59a-1f8b-452c-ae2b-b4648d81eafd/Salicylic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/66b3f59a-1f8b-452c-ae2b-b4648d81eafd/Salicylic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/66b3f59a-1f8b-452c-ae2b-b4648d81eafd/Salicylic_Peel_20___4_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/66b3f59a-1f8b-452c-ae2b-b4648d81eafd/Salicylic_Peel_20____2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/66b3f59a-1f8b-452c-ae2b-b4648d81eafd/Salicylic_Peel_20____1_.png"
"Salicylic Peel 30%, 30 ml"," Contents : 30 % Salicylic Acid                                                                                                                            
Key Benefits : Helps to Get rid of excess oil. Exfoliate dead cell reduces inflammation. Treat
 Acne ","599","1200","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/0b5916bd-5bb9-4c0b-8aa5-4d4daf06b556/Salicylic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/0b5916bd-5bb9-4c0b-8aa5-4d4daf06b556/Salicylic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/0b5916bd-5bb9-4c0b-8aa5-4d4daf06b556/Sali-30-4.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/0b5916bd-5bb9-4c0b-8aa5-4d4daf06b556/Sali-30-2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/0b5916bd-5bb9-4c0b-8aa5-4d4daf06b556/Sali-30-1.png"
"Sali Mandelic Peel, 30 ml"," Contents : Salicylic acid 20%, Mandelic acid 20% Key Benefits : It has the incredible efficacy to  exfoliate and brighten skin without being too  harsh.
  ","899","1575","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a542c0d8-8035-4f09-85ed-774bd36a4337/Sali_Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a542c0d8-8035-4f09-85ed-774bd36a4337/Sali_Mandelic__Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a542c0d8-8035-4f09-85ed-774bd36a4337/Sali_Mandelic_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a542c0d8-8035-4f09-85ed-774bd36a4337/Sali_Mandelic_01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a542c0d8-8035-4f09-85ed-774bd36a4337/Sali_Mandelic__04.png"
"SGC Peel, 30 ml"," Contents : Glycolic acid 25%, Salicylic acid 18%, Citric acid 8% Key Benefits : Sgc peels are effective for  removing blackheads, whiteheads, and pimples  from skin. 
 ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/11e6bc8d-6feb-41f2-9cd4-65f1112592af/SGC_Peel_mockup.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/11e6bc8d-6feb-41f2-9cd4-65f1112592af/SGC_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/11e6bc8d-6feb-41f2-9cd4-65f1112592af/SGC_Peel_04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/11e6bc8d-6feb-41f2-9cd4-65f1112592af/SGC_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/11e6bc8d-6feb-41f2-9cd4-65f1112592af/SGC_Peel_01.png"
"TCA Peel 10%, 30 ml"," Contents : 10% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","499","900","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/2dab169b-f80f-4f64-9cc8-f02fb2e94ed3/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/2dab169b-f80f-4f64-9cc8-f02fb2e94ed3/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/2dab169b-f80f-4f64-9cc8-f02fb2e94ed3/TCA_Peel_10____3_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/2dab169b-f80f-4f64-9cc8-f02fb2e94ed3/TCA_Peel_10____2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/2dab169b-f80f-4f64-9cc8-f02fb2e94ed3/TCA_Peel_10____1_.png"
"TCA Peel 20%, 30 ml"," Contents : 20% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","550","1050","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ee1d5070-4283-45d9-891f-e6c579466d2a/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ee1d5070-4283-45d9-891f-e6c579466d2a/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ee1d5070-4283-45d9-891f-e6c579466d2a/TCA_Peel_20___4_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ee1d5070-4283-45d9-891f-e6c579466d2a/TCA_Peel_20___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ee1d5070-4283-45d9-891f-e6c579466d2a/TCA_Peel_20___1_.png"
"TCA Peel 30%, 30 ml"," Contents : 30% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","599","1200","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/52843344-8aef-4b98-918f-f94e4bb61818/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/52843344-8aef-4b98-918f-f94e4bb61818/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/52843344-8aef-4b98-918f-f94e4bb61818/TCA_Peel_30___4_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/52843344-8aef-4b98-918f-f94e4bb61818/TCA_Peel_30___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/52843344-8aef-4b98-918f-f94e4bb61818/TCA_Peel_30___1_.png"
"TCA Peel 40%, 30 ml"," Contents : 40% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","650","1350","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/bb10fbf4-14f3-462e-8f8c-e9d8953b04ce/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/bb10fbf4-14f3-462e-8f8c-e9d8953b04ce/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/bb10fbf4-14f3-462e-8f8c-e9d8953b04ce/TCA_Peel_40___4_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/bb10fbf4-14f3-462e-8f8c-e9d8953b04ce/TCA_Peel_40___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/bb10fbf4-14f3-462e-8f8c-e9d8953b04ce/TCA_Peel_40___1_.png"
"TCA Peel 50%, 30 ml"," Contents : 50% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","699","1500","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/89413657-4a3d-4cac-aa53-a464d2ee2fa7/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/89413657-4a3d-4cac-aa53-a464d2ee2fa7/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/89413657-4a3d-4cac-aa53-a464d2ee2fa7/TCA_Peel_50___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/89413657-4a3d-4cac-aa53-a464d2ee2fa7/TCA_Peel_50___1_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/89413657-4a3d-4cac-aa53-a464d2ee2fa7/TCA_Peel_50____4_.png"
"TCA Peel 70%, 30 ml"," Contents : 70% Trichloro Acetic Acid                                                                                                             
Key Benefits : Minimize fine lines · Reverses sun damage. Treat acne scars. Effective against
 melasma. Reduces pigmentation. ","799","1800","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/30e651b8-e891-4802-b3ff-8ed8eb72b9ef/TCA_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/30e651b8-e891-4802-b3ff-8ed8eb72b9ef/TCA_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/30e651b8-e891-4802-b3ff-8ed8eb72b9ef/TCA-70-4.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/30e651b8-e891-4802-b3ff-8ed8eb72b9ef/TCA-70-2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/30e651b8-e891-4802-b3ff-8ed8eb72b9ef/TCA-70-1.png"
"Under Arm Peel, 30 ml"," Contents : Glycolic Acid 20%, TCA 15%, Lactic Acid 20%, Kojic Acid 10%  Key Benefits : Chemical peels help in  rejuvenation and repair of the skin. Chemical  peel brightens and even out your skin tone by  reducing the appearance of hyperpigmentation
 and skin discoloration.
 ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/7ee1c9ed-7d49-4ba4-9308-e4a54093c61b/underarm_peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/7ee1c9ed-7d49-4ba4-9308-e4a54093c61b/Under_Arm_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/7ee1c9ed-7d49-4ba4-9308-e4a54093c61b/Under_Arm_Peel_04_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/7ee1c9ed-7d49-4ba4-9308-e4a54093c61b/Under_Arm_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/7ee1c9ed-7d49-4ba4-9308-e4a54093c61b/Under_Arm_Peel_01_.png"
"Nomelan phenol body peel 1000 ml","  ","6900","","PCS","Misc","","","","","",""
"Urea Ointment, 50 gms"," Urea 10% to 70% ","295","900","UNT","Creams","","","","","",""
"Vitamin C Serum, 30 ml"," Contents : Kojic Acid 5%,
Key Benefits :  Hydrating, brightening anti inflammatory, hyperpigmentation under eye circle collagen firming photo ageing sun burn. ","399","1200","UNT","Serums","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d21b384c-ca96-4732-8232-994db92b4181/Vitamin_C_serum.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d21b384c-ca96-4732-8232-994db92b4181/Vitamin_C_1.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d21b384c-ca96-4732-8232-994db92b4181/Vitamin_C_2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d21b384c-ca96-4732-8232-994db92b4181/Vitamin_C_4.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/d21b384c-ca96-4732-8232-994db92b4181/Vitamin_C_Serum.png"
"Vitamin E Serum, 30 ml"," Contents :Pure Vitamin 'E'.  Key Benefits : it helps with Mostruising the skin ,
 Wound healing, Reducing skin itching
 ,Preventing or minimizing the appearance of
 scars and sun burn prevention. ","325","1200","UNT","Serums","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/58e7a1f3-9612-4f56-9ebc-1b9c1513b2a5/Pure_Vitamin_E.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/58e7a1f3-9612-4f56-9ebc-1b9c1513b2a5/Vitamin_E.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/58e7a1f3-9612-4f56-9ebc-1b9c1513b2a5/Vitamin_E_3.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/58e7a1f3-9612-4f56-9ebc-1b9c1513b2a5/Vitamin_E_4.png",""
"Whitening Peel, 30 ml"," Contents : Glycolic Acid 30%, Kojic Acid 15% Key Benefits : Whitening peels can help reduce
 hyperpigmentation and even out skin tone. They work by removing the outermost layer of skin,  which can help reduce the appearance of dark  spots and other discoloration. ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/8767e09e-64e9-4e16-9f76-4b199b513e78/whitening_peelt.jpg","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/8767e09e-64e9-4e16-9f76-4b199b513e78/Whitening_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/8767e09e-64e9-4e16-9f76-4b199b513e78/Whitening_Peel_04_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/8767e09e-64e9-4e16-9f76-4b199b513e78/Whitening_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/8767e09e-64e9-4e16-9f76-4b199b513e78/Whitening_Peel_01_.png"
"Yellow Peel, 30 ml"," Content : Lactic Acid 20%, Kojic Acid 10%, Glycolic Acid 30%, Retinol 20% Key Benefits : Yellow peel help to suppress pigmentation and increase cellular turnover. it also
 helps in softening of wrinkles and acne scars,  reduction in pore size . ","1275","3150","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b42e727a-ba4f-43b3-b85e-6b1cdb0a872f/Yellow_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b42e727a-ba4f-43b3-b85e-6b1cdb0a872f/Yellow_PeelG_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b42e727a-ba4f-43b3-b85e-6b1cdb0a872f/Yellow_Peel_04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b42e727a-ba4f-43b3-b85e-6b1cdb0a872f/Yellow_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b42e727a-ba4f-43b3-b85e-6b1cdb0a872f/Yellow_Peel_01.png"
